"film.person.href","film.href","film","id","award","film.person","Year","Won","past.nom","past.win","other.wins","other.noms","runtime","drama","comedy","biopic","rom","action","date","tiff.premiere","bafta","globes","sag","dga","script.nom","edit.nom","direct.nom","picture.nom","domestic.gross","budget","rating","adapted","age"
"http://www.imdb.com/name/nm0000001/","http://www.imdb.com/title/tt0072308/","The Towering Inferno","The Towering Inferno Best Supporting Actor","Best Supporting Actor","Fred Astaire",1975,0,0,0,9,13,165,0,0,0,0,1,"December",0,1,1,NA,0,0,1,0,1,116,14,"PG",1,76
"http://www.imdb.com/name/nm0000002/","http://www.imdb.com/title/tt0117057/","The Mirror Has Two Faces","The Mirror Has Two Faces Best Supporting Actress","Best Supporting Actress","Lauren Bacall",1997,0,0,0,4,5,126,1,1,0,1,0,"November",0,0,1,1,0,0,0,0,0,41.083864,42,"PG-13",1,73
"http://www.imdb.com/name/nm0000005/","http://www.imdb.com/title/tt0083922/","Fanny and Alexander","Fanny and Alexander Best Director","Best Director","Ingmar Bergman",1984,0,8,0,20,7,188,1,0,0,0,0,"June",0,0,0,NA,0,1,0,1,0,6.783304,NA,"R",0,66
"http://www.imdb.com/name/nm0000005/","http://www.imdb.com/title/tt0074147/","Face to Face","Face to Face Best Director","Best Director","Ingmar Bergman",1977,0,6,0,8,2,114,1,0,0,0,0,"April",0,0,0,NA,0,0,0,1,0,NA,NA,NA,1,59
"http://www.imdb.com/name/nm0000005/","http://www.imdb.com/title/tt0069467/","Viskningar och rop","Viskningar och rop Best Director","Best Director","Ingmar Bergman",1974,0,3,0,24,8,91,1,0,0,1,0,"December",0,0,0,NA,0,1,0,1,1,NA,0.4,"R",1,56
"http://www.imdb.com/name/nm0000006/","http://www.imdb.com/title/tt0071877/","Murder on the Orient Express","Murder on the Orient Express Best Supporting Actress","Best Supporting Actress","Ingrid Bergman",1975,1,5,2,8,16,128,1,0,0,0,0,"November",0,1,0,NA,0,1,0,0,0,27.634716,NA,"PG",1,60
"http://www.imdb.com/name/nm0000006/","http://www.imdb.com/title/tt0077711/","Autumn Sonata","Autumn Sonata Best Actress","Best Actress","Ingrid Bergman",1979,0,6,3,13,2,99,1,0,0,0,0,"October",0,0,0,NA,0,1,0,0,0,NA,NA,"Unrated",1,64
"http://www.imdb.com/name/nm0000008/","http://www.imdb.com/title/tt0068646/","The Godfather","The Godfather Best Actor","Best Actor","Marlon Brando",1973,1,5,1,29,19,175,1,0,0,0,0,"March",0,0,1,NA,1,1,1,1,1,133.698921,6,"R",1,49
"http://www.imdb.com/name/nm0000008/","http://www.imdb.com/title/tt0070849/","Last Tango in Paris","Last Tango in Paris Best Actor","Best Actor","Marlon Brando",1974,0,6,2,5,5,136,1,0,0,1,0,"January",0,0,0,NA,0,0,0,1,0,36.144,1.25e-06,"X",1,50
"http://www.imdb.com/name/nm0000008/","http://www.imdb.com/title/tt0097243/","A Dry White Season","A Dry White Season Best Supporting Actor","Best Supporting Actor","Marlon Brando",1990,0,7,2,2,6,97,1,0,1,0,0,"September",0,0,0,NA,0,0,0,0,0,3.766879,NA,"R",1,66
"http://www.imdb.com/name/nm0000009/","http://www.imdb.com/title/tt0075995/","Equus","Equus Best Actor","Best Actor","Richard Burton",1978,0,6,0,5,4,137,1,0,0,0,0,"October",0,0,1,NA,0,1,0,0,0,NA,NA,NA,1,53
"http://www.imdb.com/name/nm0000009/","http://www.imdb.com/title/tt0064030/","Anne of the Thousand Days","Anne of the Thousand Days Best Actor","Best Actor","Richard Burton",1970,0,5,0,5,16,145,1,0,1,0,0,"December",0,0,0,NA,0,1,0,0,1,NA,NA,"M/PG",1,45
"http://www.imdb.com/name/nm0000019/","http://www.imdb.com/title/tt0064940/","Fellini - Satyricon","Fellini - Satyricon Best Director","Best Director","Federico Fellini",1971,0,8,0,7,6,128,1,0,0,0,0,"March",0,0,0,NA,0,0,0,1,0,NA,3,"R",1,51
"http://www.imdb.com/name/nm0000019/","http://www.imdb.com/title/tt0071129/","Amarcord","Amarcord Best Director","Best Director","Federico Fellini",1976,0,9,0,16,8,123,1,1,0,0,0,"September",0,0,0,NA,0,1,0,1,0,0.12625,NA,"R",0,56
"http://www.imdb.com/name/nm0000020/","http://www.imdb.com/title/tt0082846/","On Golden Pond","On Golden Pond Best Actor","Best Actor","Henry Fonda",1982,1,2,0,14,20,109,1,0,0,0,0,"December",0,0,1,NA,0,1,1,1,1,119.285432,NA,"PG",1,77
"http://www.imdb.com/name/nm0000024/","http://www.imdb.com/title/tt0082031/","Arthur","Arthur Best Supporting Actor","Best Supporting Actor","John Gielgud",1982,1,1,0,10,5,97,0,1,0,1,0,"July",0,0,1,NA,0,1,0,0,0,95.461682,NA,"PG",0,78
"http://www.imdb.com/name/nm0000027/","http://www.imdb.com/title/tt0076759/","Star Wars: Episode IV - A New Hope","Star Wars: Episode IV - A New Hope Best Supporting Actor","Best Supporting Actor","Alec Guinness",1978,0,3,1,35,26,121,0,0,0,0,1,"May",0,0,0,NA,0,1,1,1,1,NA,NA,NA,0,64
"http://www.imdb.com/name/nm0000027/","http://www.imdb.com/title/tt0095530/","Little Dorrit","Little Dorrit Best Supporting Actor","Best Supporting Actor","Alec Guinness",1989,0,4,1,6,3,357,1,0,0,1,0,"October",1,0,0,NA,0,1,0,0,0,1.025228,NA,"G",1,75
"http://www.imdb.com/name/nm0000031/","http://www.imdb.com/title/tt0082846/","On Golden Pond","On Golden Pond Best Actress","Best Actress","Katharine Hepburn",1982,1,11,3,14,20,109,1,0,0,0,0,"December",0,1,0,NA,0,1,1,1,1,119.285432,NA,"PG",1,75
"http://www.imdb.com/name/nm0000034/","http://www.imdb.com/title/tt0074958/","Network","Network Best Actor","Best Actor","William Holden",1977,0,2,1,22,19,121,1,0,0,0,0,"November",0,1,1,NA,0,1,1,1,1,23.689877,3.8e-06,"R",1,59
"http://www.imdb.com/name/nm0000040/","http://www.imdb.com/title/tt0066921/","A Clockwork Orange","A Clockwork Orange Best Director","Best Director","Stanley Kubrick",1972,0,6,1,11,13,136,1,0,0,0,0,"December",0,0,0,NA,0,1,1,1,1,26.589355,2.2e-06,"R",1,44
"http://www.imdb.com/name/nm0000040/","http://www.imdb.com/title/tt0072684/","Barry Lyndon","Barry Lyndon Best Director","Best Director","Stanley Kubrick",1976,0,9,1,15,11,184,1,0,0,1,1,"December",0,1,0,NA,0,1,0,1,1,20,11,"PG",1,48
"http://www.imdb.com/name/nm0000041/","http://www.imdb.com/title/tt0089881/","Ran","Ran Best Director","Best Director","Akira Kurosawa",1986,0,0,0,28,18,162,1,0,0,0,1,"December",0,0,0,NA,0,0,0,1,0,3.607393,1.15e-05,"R",1,76
"http://www.imdb.com/name/nm0000044/","http://www.imdb.com/title/tt0080388/","Atlantic City, USA","Atlantic City, USA Best Actor","Best Actor","Burt Lancaster",1982,0,3,1,27,14,104,1,0,0,1,0,"April",0,1,0,NA,0,1,0,0,1,12.729675,NA,"R",0,69
"http://www.imdb.com/name/nm0000051/","http://www.imdb.com/title/tt0084855/","The Verdict","The Verdict Best Supporting Actor","Best Supporting Actor","James Mason",1983,0,2,0,4,7,129,1,0,0,0,0,"December",0,0,0,NA,0,1,0,1,1,53.97725,16,"R",1,74
"http://www.imdb.com/name/nm0000052/","http://www.imdb.com/title/tt0076085/","A Special Day","A Special Day Best Actor","Best Actor","Marcello Mastroianni",1978,0,1,0,11,2,110,1,0,0,0,0,"September",0,0,0,NA,0,0,0,0,0,NA,NA,NA,1,54
"http://www.imdb.com/name/nm0000052/","http://www.imdb.com/title/tt0093664/","Dark Eyes","Dark Eyes Best Actor","Best Actor","Marcello Mastroianni",1988,0,2,0,7,14,117,1,1,0,1,0,"September",1,0,0,NA,0,0,0,0,0,2.201428,NA,"Unrated",1,64
"http://www.imdb.com/name/nm0000056/","http://www.imdb.com/title/tt0257044/","Road to Perdition","Road to Perdition Best Supporting Actor","Best Supporting Actor","Paul Newman",2003,0,10,1,23,55,117,1,0,0,0,0,"July",0,0,0,0,0,0,0,0,0,104.454762,80,"R",1,78
"http://www.imdb.com/name/nm0000056/","http://www.imdb.com/title/tt0081974/","Absence of Malice","Absence of Malice Best Actor","Best Actor","Paul Newman",1982,0,5,0,4,4,116,1,0,0,1,0,"November",0,0,0,NA,0,1,0,0,0,40.716963,NA,"PG",1,57
"http://www.imdb.com/name/nm0000056/","http://www.imdb.com/title/tt0084855/","The Verdict","The Verdict Best Actor","Best Actor","Paul Newman",1983,0,6,0,4,7,129,1,0,0,0,0,"December",0,0,0,NA,0,1,0,1,1,53.97725,16,"R",1,58
"http://www.imdb.com/name/nm0000056/","http://www.imdb.com/title/tt0090863/","The Color of Money","The Color of Money Best Actor","Best Actor","Paul Newman",1987,1,7,0,4,6,119,1,0,0,0,0,"October",0,0,0,NA,0,1,0,0,0,52.293982,10,"R",1,62
"http://www.imdb.com/name/nm0000056/","http://www.imdb.com/title/tt0110684/","Nobody's Fool","Nobody's Fool Best Actor","Best Actor","Paul Newman",1995,0,9,1,5,6,110,1,1,0,0,0,"December",0,0,0,0,0,1,0,0,0,39.491975,NA,"R",1,70
"http://www.imdb.com/name/nm0000059/","http://www.imdb.com/title/tt0069281/","Sleuth","Sleuth Best Actor","Best Actor","Laurence Olivier",1973,0,8,1,5,7,138,0,0,0,0,0,"December",0,0,0,NA,0,0,0,1,0,0.342895,NA,"R",1,66
"http://www.imdb.com/name/nm0000059/","http://www.imdb.com/title/tt0077269/","The Boys from Brazil","The Boys from Brazil Best Actor","Best Actor","Laurence Olivier",1979,0,10,1,1,7,125,1,0,0,0,0,"October",0,0,0,NA,0,0,1,0,0,19,12,"R",1,72
"http://www.imdb.com/name/nm0000059/","http://www.imdb.com/title/tt0074860/","Marathon Man","Marathon Man Best Supporting Actor","Best Supporting Actor","Laurence Olivier",1977,0,9,1,4,9,125,0,0,0,0,0,"October",0,0,1,NA,0,0,0,0,0,21.70902,NA,"R",1,70
"http://www.imdb.com/name/nm0000076/","http://www.imdb.com/title/tt0070460/","Day for Night","Day for Night Best Director","Best Director","François Truffaut",1975,0,NA,NA,11,7,115,1,1,0,1,0,"September",0,1,0,NA,0,1,0,1,0,NA,NA,NA,0,43
"http://www.imdb.com/name/nm0000078/","http://www.imdb.com/title/tt0065126/","True Grit","True Grit Best Actor","Best Actor","John Wayne",1970,1,2,0,7,5,128,1,0,0,0,1,"June",0,0,1,NA,0,1,0,1,1,171.243005,38,"PG-13",1,63
"http://www.imdb.com/name/nm0000090/","http://www.imdb.com/title/tt0117631/","Shine","Shine Best Supporting Actor","Best Supporting Actor","Armin Mueller-Stahl",1997,0,0,0,43,36,105,1,0,1,0,0,"November",1,0,0,0,0,1,1,1,1,35.89233,5.5,"PG-13",0,67
"http://www.imdb.com/name/nm0000093/","http://www.imdb.com/title/tt0421715/","The Curious Case of Benjamin Button","The Curious Case of Benjamin Button Best Actor","Best Actor","Brad Pitt",2009,0,1,0,42,81,166,1,0,0,1,0,"December",0,0,0,0,0,1,1,1,1,127.509326,150,"PG-13",0,46
"http://www.imdb.com/name/nm0000093/","http://www.imdb.com/title/tt1210166/","Moneyball","Moneyball Best Actor","Best Actor","Brad Pitt",2012,0,2,0,20,42,133,1,0,1,0,0,"September",1,0,0,0,0,1,1,0,1,75.605492,50,"PG-13",1,49
"http://www.imdb.com/name/nm0000093/","http://www.imdb.com/title/tt0114746/","Twelve Monkeys","Twelve Monkeys Best Supporting Actor","Best Supporting Actor","Brad Pitt",1996,0,0,0,10,8,129,0,0,0,0,0,"December",0,0,1,0,0,0,0,0,0,57.141459,29,"R",1,33
"http://www.imdb.com/name/nm0000095/","http://www.imdb.com/title/tt0087003/","Broadway Danny Rose","Broadway Danny Rose Best Director","Best Director","Woody Allen",1985,0,6,2,3,1,84,0,1,0,0,0,"January",0,0,0,NA,0,1,0,1,0,10.600497,NA,"PG",0,50
"http://www.imdb.com/name/nm0000095/","http://www.imdb.com/title/tt0097123/","Crimes and Misdemeanors","Crimes and Misdemeanors Best Director","Best Director","Woody Allen",1990,0,12,3,13,17,104,1,1,0,0,0,"October",0,0,0,NA,0,1,0,1,0,18.254702,NA,"PG-13",0,55
"http://www.imdb.com/name/nm0000095/","http://www.imdb.com/title/tt0075686/","Annie Hall","Annie Hall Best Director","Best Director","Woody Allen",1978,1,0,0,26,7,93,0,1,0,1,0,"April",0,1,0,NA,1,1,0,1,1,38.251425,4,"PG",0,43
"http://www.imdb.com/name/nm0000095/","http://www.imdb.com/title/tt0075686/","Annie Hall","Annie Hall Best Actor","Best Actor","Woody Allen",1978,0,0,0,26,7,93,0,1,0,1,0,"April",0,0,0,NA,1,1,0,1,1,38.251425,4,"PG",0,43
"http://www.imdb.com/name/nm0000095/","http://www.imdb.com/title/tt0091167/","Hannah and Her Sisters","Hannah and Her Sisters Best Director","Best Director","Woody Allen",1987,0,9,2,26,20,103,1,1,0,0,0,"February",0,1,0,NA,0,1,1,1,1,35.392203,NA,"PG-13",0,52
"http://www.imdb.com/name/nm0000095/","http://www.imdb.com/title/tt0109348/","Bullets Over Broadway","Bullets Over Broadway Best Director","Best Director","Woody Allen",1995,0,16,3,20,13,98,0,1,0,0,0,"October",1,0,0,0,0,1,0,1,0,13.383747,NA,"R",0,60
"http://www.imdb.com/name/nm0000095/","http://www.imdb.com/title/tt0077742/","Interiors","Interiors Best Director","Best Director","Woody Allen",1979,0,3,2,10,6,93,1,0,0,0,0,"August",0,0,0,NA,0,1,0,1,0,10.432366,10,"PG",0,44
"http://www.imdb.com/name/nm0000095/","http://www.imdb.com/title/tt1605783/","Midnight in Paris","Midnight in Paris Best Director","Best Director","Woody Allen",2012,0,21,3,18,52,94,0,1,0,1,0,"May",0,0,0,0,0,1,0,1,1,56.817045,17,"PG-13",0,77
"http://www.imdb.com/name/nm0000101/","http://www.imdb.com/title/tt0097239/","Driving Miss Daisy","Driving Miss Daisy Best Supporting Actor","Best Supporting Actor","Dan Aykroyd",1990,0,0,0,24,14,99,1,1,0,0,0,"December",0,0,0,NA,0,1,1,0,1,106.593296,7.5,"PG",1,38
"http://www.imdb.com/name/nm0000107/","http://www.imdb.com/title/tt0119488/","L.A. Confidential","L.A. Confidential Best Supporting Actress","Best Supporting Actress","Kim Basinger",1998,1,0,0,78,48,138,1,0,0,0,0,"September",1,0,1,1,0,1,1,1,1,64.61694,35,"R",1,45
"http://www.imdb.com/name/nm0000110/","http://www.imdb.com/title/tt1655420/","My Week with Marilyn","My Week with Marilyn Best Supporting Actor","Best Supporting Actor","Kenneth Branagh",2012,0,4,0,18,37,99,1,0,1,0,0,"November",0,0,0,0,0,0,0,0,0,14.600347,NA,"R",1,52
"http://www.imdb.com/name/nm0000110/","http://www.imdb.com/title/tt0097499/","Henry V","Henry V Best Actor","Best Actor","Kenneth Branagh",1990,0,0,0,10,11,137,1,0,1,0,1,"November",0,0,0,NA,0,0,0,1,0,10.161099,9,"PG-13",1,30
"http://www.imdb.com/name/nm0000110/","http://www.imdb.com/title/tt0097499/","Henry V","Henry V Best Director","Best Director","Kenneth Branagh",1990,0,0,0,10,11,137,1,0,1,0,1,"November",0,1,0,NA,0,0,0,1,0,10.161099,9,"PG-13",1,30
"http://www.imdb.com/name/nm0000113/","http://www.imdb.com/title/tt0878804/","The Blind Side","The Blind Side Best Actress","Best Actress","Sandra Bullock",2010,1,0,0,7,22,129,1,0,1,0,0,"November",0,0,1,1,0,0,0,0,1,255.959475,29,"PG-13",1,46
"http://www.imdb.com/name/nm0000115/","http://www.imdb.com/title/tt0268126/","Adaptation.","Adaptation. Best Actor","Best Actor","Nicolas Cage",2003,0,1,1,50,54,114,1,1,0,0,0,"December",0,0,0,0,0,1,0,0,0,22.49852,19,"R",1,39
"http://www.imdb.com/name/nm0000115/","http://www.imdb.com/title/tt0113627/","Leaving Las Vegas","Leaving Las Vegas Best Actor","Best Actor","Nicolas Cage",1996,1,0,0,28,19,111,1,0,0,1,0,"October",1,0,1,1,0,1,0,1,0,32.029928,4,"R",1,32
"http://www.imdb.com/name/nm0000116/","http://www.imdb.com/title/tt0499549/","Avatar","Avatar Best Director","Best Director","James Cameron",2010,0,3,3,58,74,162,0,0,0,0,1,"December",0,0,1,0,0,0,1,1,1,749.766139,425,"PG-13",0,56
"http://www.imdb.com/name/nm0000116/","http://www.imdb.com/title/tt0120338/","Titanic","Titanic Best Director","Best Director","James Cameron",1998,1,0,0,86,50,194,1,0,0,1,0,"December",0,0,1,0,1,0,1,1,1,600.788188,200,"PG-13",0,44
"http://www.imdb.com/name/nm0000123/","http://www.imdb.com/title/tt0465538/","Michael Clayton","Michael Clayton Best Actor","Best Actor","George Clooney",2008,0,3,1,19,60,119,1,0,0,0,0,"September",1,0,0,0,0,1,0,1,1,49.033882,21.5,"R",0,47
"http://www.imdb.com/name/nm0000123/","http://www.imdb.com/title/tt0433383/","Good Night, and Good Luck.","Good Night, and Good Luck. Best Director","Best Director","George Clooney",2006,0,0,0,41,65,93,1,0,1,0,0,"October",0,0,0,0,0,1,0,1,1,31.558003,7,"PG",0,45
"http://www.imdb.com/name/nm0000123/","http://www.imdb.com/title/tt1193138/","Up in the Air","Up in the Air Best Actor","Best Actor","George Clooney",2010,0,4,1,64,66,109,1,0,0,1,0,"December",1,0,0,0,0,1,0,1,1,83.823381,25,"R",1,49
"http://www.imdb.com/name/nm0000123/","http://www.imdb.com/title/tt1033575/","The Descendants","The Descendants Best Actor","Best Actor","George Clooney",2012,0,5,1,51,82,115,1,1,0,0,0,"November",1,0,1,0,0,1,1,1,1,82.58416,NA,"R",1,51
"http://www.imdb.com/name/nm0000123/","http://www.imdb.com/title/tt0365737/","Syriana","Syriana Best Supporting Actor","Best Supporting Actor","George Clooney",2006,1,0,0,9,20,128,1,0,0,0,0,"November",0,0,1,0,0,1,0,0,0,50.82462,50,"R",1,45
"http://www.imdb.com/name/nm0000124/","http://www.imdb.com/title/tt0268978/","A Beautiful Mind","A Beautiful Mind Best Supporting Actress","Best Supporting Actress","Jennifer Connelly",2002,1,0,0,28,51,135,1,0,1,0,0,"December",0,1,1,0,1,1,1,1,1,170.742341,58,"PG-13",1,32
"http://www.imdb.com/name/nm0000125/","http://www.imdb.com/title/tt0094226/","The Untouchables","The Untouchables Best Supporting Actor","Best Supporting Actor","Sean Connery",1988,1,0,0,13,11,119,1,0,1,0,0,"June",0,0,1,NA,0,0,0,0,0,76.270454,25,"R",1,58
"http://www.imdb.com/name/nm0000126/","http://www.imdb.com/title/tt0099348/","Dances with Wolves","Dances with Wolves Best Director","Best Director","Kevin Costner",1991,1,0,0,34,28,181,1,0,0,1,1,"November",0,0,1,NA,1,1,1,1,1,184.208848,22,"PG-13",1,36
"http://www.imdb.com/name/nm0000126/","http://www.imdb.com/title/tt0099348/","Dances with Wolves","Dances with Wolves Best Actor","Best Actor","Kevin Costner",1991,0,0,0,34,28,181,1,0,0,1,1,"November",0,0,0,NA,1,1,1,1,1,184.208848,22,"PG-13",1,36
"http://www.imdb.com/name/nm0000128/","http://www.imdb.com/title/tt0268978/","A Beautiful Mind","A Beautiful Mind Best Actor","Best Actor","Russell Crowe",2002,0,2,1,28,51,135,1,0,1,0,0,"December",0,1,1,1,1,1,1,1,1,170.742341,58,"PG-13",1,38
"http://www.imdb.com/name/nm0000128/","http://www.imdb.com/title/tt0140352/","The Insider","The Insider Best Actor","Best Actor","Russell Crowe",2000,0,0,0,28,34,157,1,0,1,0,0,"November",0,0,0,0,0,1,1,1,1,29.089912,90,"R",1,36
"http://www.imdb.com/name/nm0000128/","http://www.imdb.com/title/tt0172495/","Gladiator","Gladiator Best Actor","Best Actor","Russell Crowe",2001,1,1,0,51,80,155,1,0,0,0,1,"May",0,0,0,0,0,1,1,1,1,187.705427,103,"R",0,37
"http://www.imdb.com/name/nm0000129/","http://www.imdb.com/title/tt0096969/","Born on the Fourth of July","Born on the Fourth of July Best Actor","Best Actor","Tom Cruise",1990,0,0,0,16,17,145,1,0,1,0,0,"December",0,0,1,NA,1,1,1,1,1,70.001698,14,"R",1,28
"http://www.imdb.com/name/nm0000129/","http://www.imdb.com/title/tt0116695/","Jerry Maguire","Jerry Maguire Best Actor","Best Actor","Tom Cruise",1997,0,1,0,26,19,139,1,1,0,1,0,"December",0,0,0,0,0,1,1,0,1,153.952592,50,"R",0,35
"http://www.imdb.com/name/nm0000129/","http://www.imdb.com/title/tt0175880/","Magnolia","Magnolia Best Supporting Actor","Best Supporting Actor","Tom Cruise",2000,0,2,0,22,35,188,1,0,0,0,0,"December",0,0,1,0,0,1,0,0,0,22.455976,37,"R",0,38
"http://www.imdb.com/name/nm0000133/","http://www.imdb.com/title/tt0103074/","Thelma & Louise","Thelma & Louise Best Actress","Best Actress","Geena Davis",1992,0,1,1,20,29,130,1,0,0,0,1,"May",0,0,0,NA,0,1,1,1,0,45.360915,1.65e-05,"R",0,36
"http://www.imdb.com/name/nm0000133/","http://www.imdb.com/title/tt0094606/","The Accidental Tourist","The Accidental Tourist Best Supporting Actress","Best Supporting Actress","Geena Davis",1989,1,0,0,3,8,121,1,0,0,1,0,"December",0,0,0,NA,0,1,0,0,1,32.632093,NA,"PG",1,33
"http://www.imdb.com/name/nm0000134/","http://www.imdb.com/title/tt1045658/","Silver Linings Playbook","Silver Linings Playbook Best Supporting Actor","Best Supporting Actor","Robert De Niro",2013,0,6,2,62,78,122,1,1,0,1,0,"November",1,0,0,0,0,1,0,1,1,132.092958,21,"R",1,70
"http://www.imdb.com/name/nm0000134/","http://www.imdb.com/title/tt0075314/","Taxi Driver","Taxi Driver Best Actor","Best Actor","Robert De Niro",1977,0,1,1,26,9,113,1,0,0,0,0,"February",0,0,0,NA,0,0,0,0,1,27.3,1,"R",0,34
"http://www.imdb.com/name/nm0000134/","http://www.imdb.com/title/tt0081398/","Raging Bull","Raging Bull Best Actor","Best Actor","Robert De Niro",1981,1,3,1,26,19,129,1,0,1,0,0,"November",0,0,1,NA,0,0,1,1,1,23.334953,18,"R",1,38
"http://www.imdb.com/name/nm0000134/","http://www.imdb.com/title/tt0077416/","The Deer Hunter","The Deer Hunter Best Actor","Best Actor","Robert De Niro",1979,0,2,1,21,17,182,1,0,0,0,0,"December",0,0,0,NA,1,1,1,1,1,48.979328,15,"R",0,36
"http://www.imdb.com/name/nm0000134/","http://www.imdb.com/title/tt0099077/","Awakenings","Awakenings Best Actor","Best Actor","Robert De Niro",1991,0,4,2,6,7,121,1,0,1,0,0,"December",0,0,0,NA,0,1,0,0,1,52.096475,NA,"PG-13",1,48
"http://www.imdb.com/name/nm0000134/","http://www.imdb.com/title/tt0071562/","The Godfather: Part II","The Godfather: Part II Best Supporting Actor","Best Supporting Actor","Robert De Niro",1975,1,0,0,11,16,200,1,0,0,0,0,"December",0,0,0,NA,1,1,0,1,1,47.542841,13,"R",1,32
"http://www.imdb.com/name/nm0000134/","http://www.imdb.com/title/tt0101540/","Cape Fear","Cape Fear Best Actor","Best Actor","Robert De Niro",1992,0,5,2,6,11,128,0,0,0,0,0,"November",0,0,0,NA,0,0,0,0,0,79.091969,35,"R",1,49
"http://www.imdb.com/name/nm0000136/","http://www.imdb.com/title/tt0325980/","Pirates of the Caribbean: The Curse of the Black Pearl","Pirates of the Caribbean: The Curse of the Black Pearl Best Actor","Best Actor","Johnny Depp",2004,0,0,0,28,70,143,0,0,0,0,1,"July",0,0,0,1,0,0,0,0,0,305.413918,140,"PG-13",0,41
"http://www.imdb.com/name/nm0000136/","http://www.imdb.com/title/tt0308644/","Finding Neverland","Finding Neverland Best Actor","Best Actor","Johnny Depp",2005,0,1,0,17,56,106,1,0,1,0,0,"October",0,0,0,0,0,1,1,0,1,51.680613,25,"PG",1,42
"http://www.imdb.com/name/nm0000136/","http://www.imdb.com/title/tt0408236/","Sweeney Todd: The Demon Barber of Fleet Street","Sweeney Todd: The Demon Barber of Fleet Street Best Actor","Best Actor","Johnny Depp",2008,0,2,0,23,34,116,1,0,0,0,0,"December",0,0,0,0,0,0,0,0,0,52.898073,50,"R",1,45
"http://www.imdb.com/name/nm0000138/","http://www.imdb.com/title/tt0338751/","The Aviator","The Aviator Best Actor","Best Actor","Leonardo DiCaprio",2005,0,1,0,55,70,170,1,0,1,0,0,"December",0,0,1,0,0,1,1,1,1,102.61033,110,"PG-13",0,31
"http://www.imdb.com/name/nm0000138/","http://www.imdb.com/title/tt0108550/","What's Eating Gilbert Grape","What's Eating Gilbert Grape Best Supporting Actor","Best Supporting Actor","Leonardo DiCaprio",1994,0,0,0,7,1,118,1,0,0,0,0,"December",0,0,0,NA,0,0,0,0,0,10.032765,11,"PG-13",1,20
"http://www.imdb.com/name/nm0000138/","http://www.imdb.com/title/tt0450259/","Blood Diamond","Blood Diamond Best Actor","Best Actor","Leonardo DiCaprio",2007,0,2,0,7,17,143,1,0,0,0,1,"December",0,0,0,0,0,0,1,0,0,57.377916,100,"R",0,33
"http://www.imdb.com/name/nm0000140/","http://www.imdb.com/title/tt0094291/","Wall Street","Wall Street Best Actor","Best Actor","Michael Douglas",1988,1,1,1,9,3,126,1,0,0,0,0,"December",0,0,1,NA,0,0,0,0,0,43.848069,16.5,"R",0,44
"http://www.imdb.com/name/nm0000142/","http://www.imdb.com/title/tt0498380/","Letters from Iwo Jima","Letters from Iwo Jima Best Director","Best Director","Clint Eastwood",2007,0,9,4,26,18,141,1,0,1,0,0,"December",0,0,0,0,0,1,0,1,1,13.756082,19,"R",1,77
"http://www.imdb.com/name/nm0000142/","http://www.imdb.com/title/tt0405159/","Million Dollar Baby","Million Dollar Baby Best Actor","Best Actor","Clint Eastwood",2005,0,6,2,57,34,132,1,0,0,0,0,"December",0,0,0,0,1,1,1,1,1,100.492203,30,"PG-13",1,75
"http://www.imdb.com/name/nm0000142/","http://www.imdb.com/title/tt0405159/","Million Dollar Baby","Million Dollar Baby Best Director","Best Director","Clint Eastwood",2005,1,6,2,57,34,132,1,0,0,0,0,"December",0,0,1,0,1,1,1,1,1,100.492203,30,"PG-13",1,75
"http://www.imdb.com/name/nm0000142/","http://www.imdb.com/title/tt0327056/","Mystic River","Mystic River Best Director","Best Director","Clint Eastwood",2004,0,4,2,61,68,138,1,0,0,0,0,"October",0,0,0,0,0,1,0,1,1,90.135191,25,"R",1,74
"http://www.imdb.com/name/nm0000142/","http://www.imdb.com/title/tt0105695/","Unforgiven","Unforgiven Best Actor","Best Actor","Clint Eastwood",1993,0,0,0,39,20,131,0,0,0,0,0,"August",0,0,0,NA,1,1,1,1,1,101.157447,14.4,"R",0,63
"http://www.imdb.com/name/nm0000142/","http://www.imdb.com/title/tt0105695/","Unforgiven","Unforgiven Best Director","Best Director","Clint Eastwood",1993,1,0,0,39,20,131,0,0,0,0,0,"August",0,0,1,NA,1,1,1,1,1,101.157447,14.4,"R",0,63
"http://www.imdb.com/name/nm0000146/","http://www.imdb.com/title/tt0108052/","Schindler's List","Schindler's List Best Supporting Actor","Best Supporting Actor","Ralph Fiennes",1994,0,0,0,70,25,195,1,0,1,0,0,"December",0,1,0,NA,1,1,1,1,1,96.065768,22,"R",1,32
"http://www.imdb.com/name/nm0000146/","http://www.imdb.com/title/tt0116209/","The English Patient","The English Patient Best Actor","Best Actor","Ralph Fiennes",1997,0,1,0,47,39,162,1,0,0,1,0,"November",0,0,0,0,1,1,1,1,1,78.676425,27,"R",1,35
"http://www.imdb.com/name/nm0000147/","http://www.imdb.com/title/tt1504320/","The King's Speech","The King's Speech Best Actor","Best Actor","Colin Firth",2011,1,1,0,86,104,118,1,0,1,0,0,"November",1,1,1,1,1,1,1,1,1,135.453143,15,"R",0,51
"http://www.imdb.com/name/nm0000147/","http://www.imdb.com/title/tt1315981/","A Single Man","A Single Man Best Actor","Best Actor","Colin Firth",2010,0,0,0,22,27,99,1,0,0,0,0,"December",1,1,0,0,0,0,0,0,0,9.176,7,"R",1,50
